05-12-2018 04:20:26 - ===============================Started Adding License Comments, Project - C:\GitHubRepository\Ginger\Ginger===============================
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\ALM\Rally\RallyTestPlan.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\ALM\RQM\ExportToRQM.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\ALM\RQM\ImportFromRQM.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\ALM\RQM\RQMConnect.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\ALM\RQM\RQMExecutionRecord.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\ALM\RQM\RQMFieldsMappingConfig.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\ALM\RQM\RQMStep.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\ALM\RQM\RQMTestCase.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\ALM\RQM\RQMTestParameter.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\ALM\RQM\RQMTestPlan.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\ALM\RQM\RQMTestScript.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\ALM\RQM\RQMTestSuite.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\ALM\RQM\RQMTestSuiteExecutionRecord.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\ALM\RQM\RQMTestSuiteResults.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Common\Devices\DeviceButton.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Common\Devices\DeviceConfig.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Common\Devices\DeviceControllerConfig.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\AndroidADB\AndroidADBDriver.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\AndroidADB\AndroidADBDriverWindow.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\AndroidADB\AndroidElementInfo.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\Appium\AppiumDriverWindow.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\Appium\AppiumElementInfo.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\Appium\SeleniumAppiumDriver.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\ASCF\ASCFBrowserElementInfo.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\ASCF\ASCFControlInfo.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\ASCF\ASCFDriver.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\ASCF\ASCFElementInfo.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\Common\ComboBoxElementItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\Common\ComboElementInfo.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\Common\DeviceViewPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\Common\ElementInfo.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\Common\ElementLocator.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\Common\HTMLElementInfo.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\Common\IPOM.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\Common\IWindowExplorer.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\Common\IXPath.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\Common\TableElementInfo.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\Common\UIAutomationDriverBase.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\Common\UIAutomationHelperBase.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\Common\XPathHelper.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\CommunicationProtocol\GingerSocket.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\CommunicationProtocol\GingerSocketClient.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\CommunicationProtocol\GingerSocketLog.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\CommunicationProtocol\GingerSocketMonitorWindow.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\CommunicationProtocol\GingerSocketServer.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\CommunicationProtocol\MessageEventArgs.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\CommunicationProtocol\Payload.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\ConsoleDriverLib\ConsoleDriverBase.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\ConsoleDriverLib\ConsoleDriverWindow.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\ConsoleDriverLib\ConsoleNewActionPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\ConsoleDriverLib\DOSConsoleDriver.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\ConsoleDriverLib\UnixServerSimulator.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\ConsoleDriverLib\UnixShellDriver.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\InternalBrowserLib\CreateNewActionPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\InternalBrowserLib\DeviceEmulation.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\InternalBrowserLib\InternalBrowser.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\InternalBrowserLib\InternalBrowserWindow.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\InternalBrowserLib\WebBrowserPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\JavaDriverLib\JavaDriver.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\JavaDriverLib\JavaElementInfo.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\MainFrame\AttachedProperties.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\MainFrame\MainFrameDriver.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\MainFrame\MainFrameDriverWindow.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\MainFrame\MainFrameUIHelper.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\MainFrame\Terminal.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\PBDriver\HTMLHelper.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\PBDriver\PBDriver.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\ScriptDriverLib\ScriptDriverBase.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\ScriptDriverLib\VBScriptDriver.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\WebServicesDriverLib\HttpWebClientUtils.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\WebServicesDriverLib\SoapUIUtils.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\WebServicesDriverLib\Utils.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\WebServicesDriverLib\WebServicesDriver.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\WebServicesDriverLib\WebServicesDriverWindow.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\WebServicesDriverLib\WebServiceXML.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\WindowsLib\FlaUIHelper.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Drivers\WindowsLib\WindowsDriver.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Platforms\PlatformsInfo\AndroidPlatformInfo.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Platforms\PlatformsInfo\JavaPlatform.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Platforms\PlatformsInfo\PlatformInfoBase.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Platforms\PlatformsInfo\PowerBuilderPlatform.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Platforms\PlatformsInfo\WebPlatformInfo.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Platforms\PlatformsInfo\WindowsPlatform.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCore\Repository\UpgradeLib\SolutionUpgrade.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommon\GeneralLib\JSONLib\JsonExtended.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommon\GeneralLib\JSONLib\JsonSchemaTools.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommon\GeneralLib\JSONLib\JTokenExtension.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommon\Repository\ALMLib\ALMDefectProfile.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommon\Repository\ALMLib\ExternalItemFieldBase.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommon\Repository\ApplicationModelLib\ApplicationModelBase.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommon\Repository\ApplicationModelLib\AppModelParameter.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommon\Repository\ApplicationModelLib\AppParameters.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommon\Repository\ApplicationModelLib\GlobalAppModelParameter.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommon\Repository\ApplicationModelLib\TemplateFile.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommon\Repository\Environments\GeneralParam.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommon\Repository\PlatformsLib\ApplicationPlatform.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommon\Repository\PlatformsLib\Platform.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommon\Repository\PlugInsLib\PluginPackage.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommon\Repository\PlugInsLib\PluginPackageInfo.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommon\Repository\PlugInsLib\PluginService.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommon\Repository\ReportsLib\HTMLReportConfiguration.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommon\Repository\TargetLib\TargetApplication.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommonTest\Repository\DirtyTestLib\DirtyTest.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommonTest\Repository\DirtyTestLib\MyComplextRepositoryItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommonTest\Repository\DirtyTestLib\MyComplextRepositoryItemChild.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreCommonTest\Repository\DirtyTestLib\MyRepositoryItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\Drivers\CommonLib\UIElementPropertyValueLocator.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\Drivers\CommunicationProtocol\GingerSocket.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\Drivers\CommunicationProtocol\GingerSocket2Enums.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\Drivers\CommunicationProtocol\GingerSocketClient2.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\Drivers\CommunicationProtocol\GingerSocketInfo.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\Drivers\CommunicationProtocol\GingerSocketLog.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\Drivers\CommunicationProtocol\GingerSocketServer2.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\Drivers\CommunicationProtocol\NewPayload.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\Drivers\CommunicationProtocol\RemoteObjectHandle.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\Drivers\CommunicationProtocol\RemoteObjectProxy.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\Drivers\CommunicationProtocol\RemoteObjectsClient.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\Drivers\CommunicationProtocol\RemoteObjectsServer.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\Drivers\CommunicationProtocol\SocketHelper.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\Drivers\CommunicationProtocol\SocketMessages.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\ScriptLib\VBSLib\VBS.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\SolutionRepositoryLib\RepositoryObjectsLib\eStatus.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\SolutionRepositoryLib\UpgradeLib\CompareDiff.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerCoreNET\SolutionRepositoryLib\UpgradeLib\SolutionUpgrade.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerPlugIns\TextEditorLib\Common\PlugInEditorFoldingStrategy.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\POMs\AdornerLib\HighlightAdorner.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\POMs\Common\ButtonPOM.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\POMs\Common\ContextMenuItemPOM.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\POMs\Common\ContextMenuPOM.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\POMs\Common\GenericWindowPOM.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\POMs\Common\InputBoxWindowPOM.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\POMs\Common\PagePOM.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\POMs\Common\POMButtons.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\POMs\Common\TreeViewItemPOM.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\POMs\Common\ucGridPOM.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\POMs\Common\WindowPOM.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\GingerTest\UserControlsLib\ImageMakerLib\ImageMakerControlTest.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Unit Tests\NonUITests\AutoPilot\ImportOptionalValuesTest.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Unit Tests\NonUITests\AutoPilot\ParserTest.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Unit Tests\NonUITests\GingerRunnerTests\GingerRunnerActionLogTest.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Unit Tests\NonUITests\GingerRunnerTests\GingerRunnerFlowControlTest.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Unit Tests\NonUITests\GingerRunnerTests\GingerRunnerTest.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Unit Tests\NonUITests\GingerRunnerTests\GingerVariableTests.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Unit Tests\TestResources\IEBrowser\IEBrowserWindow.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Unit Tests\TestResources\UIA Form\FormEmbeddedBrowser.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Actions\_Common\ActUIElementLib\ActUIElementEditPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Actions\_Common\ActUIElementLib\ActValueEditPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Actions\_Common\ActUIElementLib\CheckBoxEditPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Actions\_Common\ActUIElementLib\ComboBoxEditPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Actions\_Common\ActUIElementLib\UIElementClickAndValidate.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Actions\_Common\ActUIElementLib\UIElementDragAndDropEditPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Actions\_Common\ActUIElementLib\UIElementJavaPlatformPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Actions\_Common\ActUIElementLib\UIElementSelectAndValidate.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Actions\_Common\ActUIElementLib\UIElementSendKeysAndValidate.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\Actions\_Common\ActUIElementLib\UIElementTableConfigPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ALM\QC\QCManagerReport\QCManagerReportPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ALM\QC\QCManagerReport\QCManagerReportTestCaseDetails.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ALM\QC\TreeViewItems\QCTestLabFolderTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ALM\QC\TreeViewItems\QCTestLabTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ALM\QC\TreeViewItems\QCTestPlanFolderTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ALM\QC\TreeViewItems\QCTestPlanTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ALM\QC\TreeViewItems\QCTestSetTreeItem.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\APIModels\APIModelWizard\AdAPIModelMappingPage.xaml.cs
05-12-2018 04:20:30 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\ApplicationModelsLib\APIModels\APIModelWizard\AddAPIModelExtraConfigsPage.xaml.cs
